created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Nov 13 23:57:55 +0000 2023;1724215045146792175;"Melanie Martinez gets emotional delivering her concluding speech from the “PORTALS Tour” in Manchester, UK in support of preventing the genocide happening in Palestine. https://t.co/2CbZWjTJht";13;5;125;831;en;1162790843440173056;1724215045146792175;CBNation_twt;https://twitter.com/CBNation_twt/status/1724215045146792175
Mon Nov 13 23:55:23 +0000 2023;1724214404697178206;"Israel’s lies debunked  Beheaded babies: debunked   Burned babies in ovens: debunked   Held hostages in hospital basement: debunked   NYT photographer was a Hamas member: debunked   Hamas overran Al Shifa hospital: debunked   The lies goes on to manufacture consent for genocide";5;20;316;752;en;19912781;1724214404697178206;Remroum;https://twitter.com/Remroum/status/1724214404697178206
Mon Nov 13 23:46:57 +0000 2023;1724212285311435068;"@jacksonhinklle 🚨🇺🇲🇮🇱Genocide Joe Biden said it himself in 1986 about Israel:   “It is the best $3 billion investment we make. Were there not an Israel the United States of America would have to invent an Israel to protect her interests in the region.”  https://t.co/OeVqXrCjFV";24;32;218;446;en;714733270181814276;1724211977986142627;iZwbair;https://twitter.com/iZwbair/status/1724212285311435068
Mon Nov 13 23:40:06 +0000 2023;1724210559854219602;"There is a cult of moral bean counting that jnsists clear cut situations are immensely complex because every util must been tabulated or whatever. Strip away everything and we are arguing about apartheid &amp  genocide. About a ceasefire &amp  ending an occupation.";1;4;54;360;en;1135622396;1724210559854219602;bigblackjacobin;https://twitter.com/bigblackjacobin/status/1724210559854219602
Mon Nov 13 23:30:37 +0000 2023;1724208175002337423;"For the second day in a row, the White House has refused to answer whether Israel is committing war crimes.  Its argument is absurd. Politicians, like individuals, are required to ask the question, "am I breaking the law,"  before doing something like, say, funding a genocide. https://t.co/ow8ezcIKzV";3;20;128;239;en;976948534053343233;1724208175002337423;Andre__Damon;https://twitter.com/Andre__Damon/status/1724208175002337423
Mon Nov 13 23:29:55 +0000 2023;1724207998724145490;"Hundreds of students from Marc Garneau CI walked out AGAIN to demand a ceasefire, an end to Israel's genocide, and to protest the #TDSB's silence.  Students blocked major intersections &amp  walked through their community with lots of support ❤️ 🇵🇸  #Onted #CeasefireInGazaNOW  #Gaza https://t.co/0wcCHcIvvY";5;0;100;251;en;282796557;1724207998724145490;XjusticeXpeace;https://twitter.com/XjusticeXpeace/status/1724207998724145490
Mon Nov 13 23:29:27 +0000 2023;1724207878935076911;"@lust4taylana melanie has used her platform to spread awareness of the genocide happening in palestine and to show support towards palestine. melanie DOES NOT support zionists and never followed noah schnapp. stop spreading false info. https://t.co/R5HoOuNaFF";0;3;24;261;en;1258544782890029056;1724079071158476874;melspurgatory;https://twitter.com/melspurgatory/status/1724207878935076911
Mon Nov 13 23:19:25 +0000 2023;1724205354475778199;"Man, Al Jazeera's reporting is so incredible lately. In the midst of the genocide, they haven't forgotten disabled people, they know that their stories are important too.";3;6;1635;3053;en;104051410;1724205354475778199;karaschlegl;https://twitter.com/karaschlegl/status/1724205354475778199
Mon Nov 13 23:15:06 +0000 2023;1724204269685854601;"Texas organizers estimate that 50,000 people took part in a statewide action for Palestine, the largest since Israel's genocide in Gaza began. https://t.co/Oj2m0jFYew";59;46;1310;3574;en;1217207858435186689;1724204269685854601;BTnewsroom;https://twitter.com/BTnewsroom/status/1724204269685854601
Mon Nov 13 23:11:08 +0000 2023;1724203269419835619;"@TheREALeataTREE @hannahcrileyy protecting your identity when protesting in a state with militarized police that just passed out RICOs to people organizing against cop city is not unreasonable.Worry about educating yourself on Canada’s colonial violence &amp  genocide instead of acting tough on Twitter https://t.co/8YyBubNhbL";0;1;2;183;en;925866613303398400;1724184581501247933;botanybastard;https://twitter.com/botanybastard/status/1724203269419835619
Mon Nov 13 23:10:23 +0000 2023;1724203082328764813;"Biden is pushing for $14.3 billion from Congress to expand the Israeli government's slaughter of the children of Gaza instead of using those taxpayer dollars to save the endangered children of America. STOP THE GENOCIDE TAX! -R https://t.co/OKl7VYHVcl";15;42;381;913;en;77314692;1724203082328764813;RalphNader;https://twitter.com/RalphNader/status/1724203082328764813
Mon Nov 13 23:09:51 +0000 2023;1724202946647224405;"I am very worried about Arab and Muslim students. They are watching a genocide unfold while their countries either cheer it on or do nothing. While most professors are lovely and supportive, many lack understanding and empathy. If I'm struggling I know they are. It hurts.";3;1;58;276;en;1575631656;1724202946647224405;SEltantawi;https://twitter.com/SEltantawi/status/1724202946647224405
Mon Nov 13 23:08:33 +0000 2023;1724202622108725537;"Ok then @piersmorgan. Is Israel committing a genocide in Gaza? Yes or no?";7;81;274;1305;en;234925810;1724202622108725537;Majstar7;https://twitter.com/Majstar7/status/1724202622108725537
Mon Nov 13 23:07:48 +0000 2023;1724202432568189232;"Anybody would think it was Jeremy Corbyn who committed war crimes &amp  killed thousands of innocent Palestinian men, women &amp  children  That would be @Israel @IDF Go and shout at them for a change, you genocide denying shill #GazaGenocide";2;11;74;188;en;1190933596921638912;1724202432568189232;earthygirl011;https://twitter.com/earthygirl011/status/1724202432568189232
Mon Nov 13 23:04:39 +0000 2023;1724201640075444584;"Genocide experts are not. Legal scholars are not. We are not.";4;3;1423;5026;en;1170357682802429955;1724201640075444584;Prof_FSultana;https://twitter.com/Prof_FSultana/status/1724201640075444584
Mon Nov 13 23:02:31 +0000 2023;1724201102613311573;"Without hyperbole, decrying genocide is now openly considered “hate speech” and neither my entire life’s experience nor any dystopian writings from Orwell, Huxley, or Vonnegut, could possibly have prepared me for that. It’s grotesque and surreal. 😖";3;29;164;399;en;17924753;1724201102613311573;mousdrvr;https://twitter.com/mousdrvr/status/1724201102613311573
Mon Nov 13 22:58:41 +0000 2023;1724200137948622904;"Imagine being a spokesman defending genocide? What kind of human does this?  Why don't they send the Red Cross to Al-Shifa hospital? And show the world these "Hamas HQ's"?  Because it's nothing but lies. Lies endlessly repeated by corrupt corp media. And heartless US officials.";3;13;85;167;en;4869905412;1724200137948622904;berningman16;https://twitter.com/berningman16/status/1724200137948622904
Mon Nov 13 22:55:29 +0000 2023;1724199334038696141;"One of the biggest problems with the concept of genocide is that it remains poorly under-theorized in relation to Indigeneity. It's bad enough that most people think it simply means mass murder but so many of the terms prefigure its application to Indigenous contexts in a bad way";2;7;72;183;en;1047898380322701312;1724199334038696141;TheAgentNDN;https://twitter.com/TheAgentNDN/status/1724199334038696141
Mon Nov 13 22:52:14 +0000 2023;1724198515490926688;"Canada's banks: investing in genocide https://t.co/SjfXabNMjK";33;27;986;2167;en;124246212;1724198515490926688;michael_deforge;https://twitter.com/michael_deforge/status/1724198515490926688
Mon Nov 13 22:50:38 +0000 2023;1724198111797711136;"Israel's president says he murdered these kids because they found Mein Kampf in a children's library.  Similar to how they used the holocaust to justify the genocide of Palestine. https://t.co/j56zyzWg43";175;196;1897;2732;en;312696314;1724198111797711136;Partisangirl;https://twitter.com/Partisangirl/status/1724198111797711136
Mon Nov 13 22:44:12 +0000 2023;1724196492146024932;"at least six democracy fc players were bought from genocide united";0;10;10;238;en;820759753945186304;1724196492146024932;BesDMarx;https://twitter.com/BesDMarx/status/1724196492146024932
Mon Nov 13 22:43:59 +0000 2023;1724196438870303088;"the U.S.’s role in ethnic cleansing proves that a eugenicist genocide has been going on HERE for 3+ years now.  if you think the @CDCgov @WhiteHouse @HHSGov are being honest w/ you abt Covid as they fund the slaughter of Palestinians—why? What makes your life worthy of saving?";1;2;56;161;en;3339267979;1724196438870303088;syderature;https://twitter.com/syderature/status/1724196438870303088
Mon Nov 13 22:43:32 +0000 2023;1724196324642328660;"What if it was Hitler 1 vs Hitler 2 &amp  Hitler 1 was already doing a genocide but Hitler 2 promised to also do the same genocide";1;6;12;167;en;928930602;1724196324642328660;BoltzmannBooty;https://twitter.com/BoltzmannBooty/status/1724196324642328660
Mon Nov 13 22:38:23 +0000 2023;1724195030665920947;"You either support genocide, or you do not.   There isn’t a neutral stance.  Reaching a conclusion and taking a position is not complicated.  You do not need a degree in history or world politics.  You don’t need years of experience in anything other than being human.";1;3;65;194;en;254869590;1724195030665920947;Claud9_;https://twitter.com/Claud9_/status/1724195030665920947
Mon Nov 13 22:36:26 +0000 2023;1724194538791612530;"I love watching the white men y’all find attractive prove just how far removed they are from reality, like timothee did that skit went home and went right back to posting promotions for his movie like he didn’t just make fun of genocide on national television.";1;3;61;486;en;3133971169;1724194538791612530;muglare;https://twitter.com/muglare/status/1724194538791612530
Mon Nov 13 22:33:50 +0000 2023;1724193884236820919;"Maybe we should spend another month wringing our fucking hands about the precise definition while thousands more people are murdered?  I mean, it would be terrible if we stopped the wholesale slaughter of innocent civilians and then decided it wasn’t *technically* a genocide.";0;6;46;194;en;980052164893650944;1724193884236820919;SpillerOfTea;https://twitter.com/SpillerOfTea/status/1724193884236820919
Mon Nov 13 22:30:43 +0000 2023;1724193098014892100;"Can’t say I’m at all surprised to see Israelis here gleefully celebrating the genocide in #Gaza. Is this a civilized society? Questioning…";13;61;224;496;en;16936686;1724193098014892100;21WIRE;https://twitter.com/21WIRE/status/1724193098014892100
Mon Nov 13 22:24:00 +0000 2023;1724191407085109532;"The current Labour leader backs the genocide of the Palestinian people";0;3;41;296;en;14434602;1724191407085109532;jrc1921;https://twitter.com/jrc1921/status/1724191407085109532
Mon Nov 13 22:21:49 +0000 2023;1724190860223406558;"no elected official deserves a moment of peace if they’re going to ignore constituents &amp  allow a genocide to take place, funded by taxpayer dollars. disturb them so much that the blood money is no longer worth it to them. every single one.";2;2;375;1494;en;14222536;1724190860223406558;tyleroakley;https://twitter.com/tyleroakley/status/1724190860223406558
Mon Nov 13 22:20:05 +0000 2023;1724190421662699669;"Journalism is not a crime. Israel's killing of journalists is a barbaric attempt to silence the truth and hide its genocide in #Gaza.  In less than 5 weeks, Israel killed 49 Palestinian Journalists.  We must not let them win. https://t.co/fn1vR8ZU3A";12;7;436;551;en;147962810;1724190421662699669;RamAbdu;https://twitter.com/RamAbdu/status/1724190421662699669
Mon Nov 13 22:19:28 +0000 2023;1724190268537147793;"redveil is the goat for this  free Palestine and end this genocide 🇵🇸";4;22;523;5455;en;831693103056699392;1724190268537147793;raptalksk;https://twitter.com/raptalksk/status/1724190268537147793
Mon Nov 13 22:15:29 +0000 2023;1724189266258129397;"not a war, but a genocide. https://t.co/z9Qa6vyCNh";2;5;84;171;en;1689276958985650176;1724189266258129397;booksophelia;https://twitter.com/booksophelia/status/1724189266258129397
Mon Nov 13 22:14:09 +0000 2023;1724188929723609392;"London’s Mayor Sadiq Khan has announced the city is celebrating ‘Transgender Awareness Week’ alongside a ‘Transgender Day of Remembrance.’   It comes as London has experienced 5 weeks of pro-Palestinian protests including thousands of people openly calling for genocide against… https://t.co/ke1ma7qk4X";32;308;178;1023;en;91416107;1724188929723609392;OliLondonTV;https://twitter.com/OliLondonTV/status/1724188929723609392
Mon Nov 13 22:13:00 +0000 2023;1724188642380272106;"@cenkuygur Israel and Palestine aren’t on equal moral grounds. If Palestine did what they want to Israel it would be genocide. What’s happening now is combatting a genocide";1;9;7;354;en;1433092196996165633;1724182542604239240;RealPhillyP;https://twitter.com/RealPhillyP/status/1724188642380272106
Mon Nov 13 22:12:06 +0000 2023;1724188414767968345;"All those who supported the Nazi regime in Ukraine and cried day and night that Russia was committing a war crime by bombing military targets in Ukraine, now fully support Israel, the genocide it is committing and the massacre of 5000 innocent children in Gaza.    This is a clear…";9;46;235;713;en;1225234593789423616;1724188414767968345;Megatron_ron;https://twitter.com/Megatron_ron/status/1724188414767968345
Mon Nov 13 22:11:40 +0000 2023;1724188303639847228;"Pay for your one genocide you cheap Fuck   The Nazis didn't beg the world for money to kill Jews https://t.co/GozUmC0XCb";121;842;2530;9603;en;80233893;1724188303639847228;jakeshieldsajj;https://twitter.com/jakeshieldsajj/status/1724188303639847228
Mon Nov 13 22:11:35 +0000 2023;1724188282794193005;"Piers, you lost an opportunity to reach out to a new audience. Instead, you reduce yourself to showing off to the permanent war lobby &amp  supporters of #Gaza_Genocide and ethnic cleansing, by bullying an elderly man of principle.";2;28;70;354;en;234925810;1724188282794193005;Majstar7;https://twitter.com/Majstar7/status/1724188282794193005
Mon Nov 13 22:08:35 +0000 2023;1724187528440299948;"“What the Israeli government is doing is in contradiction to Judaism”  One of many “Rabbis for Ceasefire” in DC today demanding stop to #Gaza_Genocide #FreePalestine https://t.co/N6Dk1XNmhA";8;12;179;377;en;728604440;1724187528440299948;ChuckModi1;https://twitter.com/ChuckModi1/status/1724187528440299948
Mon Nov 13 22:08:25 +0000 2023;1724187485721223619;"Disgusting. Insidious, PIers. Please boycott the poisonous BBC that supports Genocide. 80% of the people SUPPORT PALESTINIANS LIFE, CEASEFIRE, AND HUMANITY.";37;212;226;1022;en;1227306255657709570;1724187485721223619;LauraAlvarezJC;https://twitter.com/LauraAlvarezJC/status/1724187485721223619
Mon Nov 13 22:07:32 +0000 2023;1724187266233311635;"Don’t call me radicalized if you’re the one ok with genocide 🤨 https://t.co/ive5a3rwD2";0;3;40;393;en;112336688;1724187266233311635;TheVixensworld;https://twitter.com/TheVixensworld/status/1724187266233311635
Mon Nov 13 22:05:20 +0000 2023;1724186710366388649;""This is a quiet car" fuck your quiet. The people of Palestine would LOVE to have some quiet, but they're too busy being blown apart and shot at by American weapons. None of the people sanctioning genocide deserve a moment of quiet for the rest of their lives.";0;0;186;530;en;1382071086582480899;1724186710366388649;fubroshi;https://twitter.com/fubroshi/status/1724186710366388649
Mon Nov 13 22:04:44 +0000 2023;1724186559216234947;"The way this young artist got on stage, in front of thousands and used his platform to SPEAK and encourage his audience to act is commendable. Yet other celebrities,twice his age haven’t so much as acknowledged the ongoing Genocide. There WILL be a shift because of young people.";1;2;102;243;en;3395712673;1724186559216234947;Lai_luuu;https://twitter.com/Lai_luuu/status/1724186559216234947
Mon Nov 13 21:58:20 +0000 2023;1724184950067306896;"Just saw a ticker showing that the stock market is booming across the board. We can't afford rent or groceries, our governments have unlimited money for war and genocide, and "the economy is doing great!"  The economy runs on blood and its success is enmeshed with our suffering.";2;21;165;770;en;724117584216363008;1724184950067306896;AlanaFeral;https://twitter.com/AlanaFeral/status/1724184950067306896
Mon Nov 13 21:57:54 +0000 2023;1724184842839986659;"Literally no one would call this a genocide, because a genocide is the extermination of an ethnic group.  "Genocide" is not a synonym for "big war."  Everything these people say is just word games.";14;141;324;2815;en;1011008340367953920;1724184842839986659;wil_da_beast630;https://twitter.com/wil_da_beast630/status/1724184842839986659
Mon Nov 13 21:55:06 +0000 2023;1724184136334639446;"Crazy how these Senators and Congressional Representatives can phone bank us to vote for them, donate money and, email us about donations, but when we’re trying to call and email them about a cease-fire and genocide all of a sudden we’re being left on read and going to voicemail.";3;3;79;211;en;248023936;1724184136334639446;The_Acumen;https://twitter.com/The_Acumen/status/1724184136334639446
Mon Nov 13 21:51:40 +0000 2023;1724183270001168795;"@cenkuygur Absolutely not genocide, it's war. 600,000 German civilians died in the Battle of Berlin, and as far as I know, that's never been called genocide.";1;21;10;395;en;144367359;1724182542604239240;NowTheEndBegins;https://twitter.com/NowTheEndBegins/status/1724183270001168795
Mon Nov 13 21:48:46 +0000 2023;1724182542604239240;"If Hamas had Israel's military might and had done to Israel what the IDF has done to Gaza, is there anyone who wouldn't call it a genocide? Half the homes are destroyed or damaged. 18 hospitals knocked out. 11,000 civilians killed. 4,600 children dead. Gaza is nearly wiped out.";93;1126;594;2253;en;429227921;1724182542604239240;cenkuygur;https://twitter.com/cenkuygur/status/1724182542604239240
Mon Nov 13 21:48:23 +0000 2023;1724182444297838784;"Congratulations on your appointment @David_Cameron Now do something about this #Gaza #Gaza_Genocide";22;132;684;1892;en;15484198;1724182444297838784;georgegalloway;https://twitter.com/georgegalloway/status/1724182444297838784
Mon Nov 13 21:47:49 +0000 2023;1724182301930590367;"YES. Those carrying out genocide shouldn’t go unchallenged";0;5;73;256;en;19912781;1724182301930590367;Remroum;https://twitter.com/Remroum/status/1724182301930590367
Mon Nov 13 21:47:31 +0000 2023;1724182226659635500;"Kya zabardast knowledgeable insan thy. Allah Dr Israr Ahmad ko Jannatul Firdous mein Alla Mukam dy Ameen. What a genius man #Gaza #Gaza_Genocide #GazaGenocide #طوفان_الأقصى https://t.co/fS2CFsG7sK";1;24;151;325;en;106578824;1724182226659635500;mishilicious;https://twitter.com/mishilicious/status/1724182226659635500
Mon Nov 13 21:45:05 +0000 2023;1724181615235232230;"The West is like “the Geneva conventions are generally good. But they don’t work in this case, because our friend wants to commit genocide.” the point was not doing that";0;2;72;489;en;292438708;1724176107401011612;christapeterso;https://twitter.com/christapeterso/status/1724181615235232230
Mon Nov 13 21:41:54 +0000 2023;1724180814819185016;"But aren’t you concerned that your vocal anti-genocide stance is going to prevent you from being considered for potential opportunities in the future?!  No. No I am not. https://t.co/fuuKm2MlbS";2;6;65;421;en;1207392623209545728;1724180814819185016;JesseJerdak;https://twitter.com/JesseJerdak/status/1724180814819185016
Mon Nov 13 21:37:43 +0000 2023;1724179760652177416;"The Israelis raided a hospital and found ... toilets and a ventilation system. They want you to believe this justified genocide. I'm so glad they are showing the world how pathetic their propaganda is.";29;92;1551;3362;en;16799023;1724179760652177416;AliAbunimah;https://twitter.com/AliAbunimah/status/1724179760652177416
Mon Nov 13 21:37:39 +0000 2023;1724179743711363198;"Normal thing to post during a genocide https://t.co/RgmK0k6S9L";10;36;50;1321;en;1712480133863653376;1724179743711363198;BadEmpanadaa;https://twitter.com/BadEmpanadaa/status/1724179743711363198
Mon Nov 13 21:37:07 +0000 2023;1724179609283875218;"The West sneers at Russian &amp  Chinese authoritarianism, portraying itself as a paragon of free speech. Yet the UK has sought to ban pro-Palestine marches, Germany is criminalising phrases like 'Stop the genocide', &amp  the U.S. has censored the only Palestinian voice in Congress.";11;63;569;1398;en;310418420;1724179609283875218;TadhgHickey;https://twitter.com/TadhgHickey/status/1724179609283875218
Mon Nov 13 21:37:06 +0000 2023;1724179607283261697;"Noah Schnapp is without a doubt the worst actor on Stranger Things   Apparently he’s also a Zionist who gleefully cheers on genocide in Gaza";4;11;48;259;en;19912781;1724179607283261697;Remroum;https://twitter.com/Remroum/status/1724179607283261697
Mon Nov 13 21:36:36 +0000 2023;1724179479558275275;"@piersmorgan @LenMcCluskey What is astounding is that you cannot bring yourself to condemn a nation 🇮🇱 that is committing genocide Piers.";0;15;3;241;en;1665810446878646274;1724178641737720260;why_bun;https://twitter.com/why_bun/status/1724179479558275275
Mon Nov 13 21:33:12 +0000 2023;1724178625904169026;"Palestinians sue Biden for failing to prevent genocide in Gaza https://t.co/PdN95NCkyc by Prem Thakker https://t.co/PdN95NCkyc";15;39;261;653;en;2329066872;1724178625904169026;theintercept;https://twitter.com/theintercept/status/1724178625904169026
Mon Nov 13 21:33:10 +0000 2023;1724178617058406831;"Israel-Incubator Baby war Israel-Child War Israel-Hospital War Israel-School War Israel-Grandma War Israel-Apartment Building War  All far more apt names for this genocide than "Israel Hamas-War"";1;1;31;233;en;1087391550777131008;1724178617058406831;BadEmpanada;https://twitter.com/BadEmpanada/status/1724178617058406831
Mon Nov 13 21:32:41 +0000 2023;1724178495947887070;"BREAKING: The Palestinian Journalists’ Syndicate has just released a video examining mainstream media (MSM) coverage of the Al Ahli Hospital strike on October 17—an example of how MSM coverage of atrocities in Gaza is facilitating Israel’s genocide. Syndicate investigation found: https://t.co/0z6yagcN8b";3;7;182;304;en;1074139781888688128;1724178495947887070;unitedforrights;https://twitter.com/unitedforrights/status/1724178495947887070
Mon Nov 13 21:32:07 +0000 2023;1724178353186287656;"News: Palestinians in Gaza &amp  ones in the U.S. with family who have been killed by Israel are suing President Joe Biden, Secretary of State Antony Blinken, and Defense Secretary Lloyd Austin for being complicit in genocide. https://t.co/yjGERex9P0";8;28;164;474;en;1138461026;1724178353186287656;prem_thakker;https://twitter.com/prem_thakker/status/1724178353186287656
Mon Nov 13 21:31:58 +0000 2023;1724178315496378480;"@piersmorgan @jeremycorbyn Huge respects to one and only @jeremycorbyn how is it that in this day and age of coercion, bullying, evil masquerading as virtue, right painted as wrong, when genocide becomes self defence and killing premature babies becomes acceptable - in such a climate Jeremy Corbyn despite…";2;12;27;242;en;1689277224766083074;1724169911415504901;Amree71983;https://twitter.com/Amree71983/status/1724178315496378480
Mon Nov 13 21:29:36 +0000 2023;1724177717438841239;"Diplomats severely criticise US President Joe Biden for ‘spreading misinformation’ about the israeli bombing of Gaza #Gaza_Genocide https://t.co/QLDgxz0zx8";9;36;142;258;en;4249826728;1724177717438841239;swilkinsonbc;https://twitter.com/swilkinsonbc/status/1724177717438841239
Mon Nov 13 21:28:33 +0000 2023;1724177455081038129;"Anyone observing this unfolding genocide with their primary concern being whether Biden can still win it… please do some soul searching";7;0;183;622;en;110326494;1724177455081038129;BreeNewsome;https://twitter.com/BreeNewsome/status/1724177455081038129
Mon Nov 13 21:26:04 +0000 2023;1724176829764788289;"Senator @ChrisCoons sat across from @aaronjmate on the @amtrak train.   With Israel using US weapons to kill thousands of Palestinian civilians in a genocide in Gaza, including 4600+ children, Aaron asked him why he refuses to call for a ceasefire.  This was his answer:  Who are… https://t.co/4dmgRwV1tN";38;80;351;995;en;6392972;1724176829764788289;ASE;https://twitter.com/ASE/status/1724176829764788289
Mon Nov 13 21:25:46 +0000 2023;1724176753550049597;"I love how Sikhs stand up for everyone but have yall ever seen Palestinians or Israelis marching across the world for the Sikh genocide? Or ferociously posting online to demand India right its wrongs against Sikhs? Curious to know …";19;22;26;209;en;1372603762641149957;1724176753550049597;HarmzMajestic8;https://twitter.com/HarmzMajestic8/status/1724176753550049597
Mon Nov 13 21:22:00 +0000 2023;1724175807956779131;"Chris Coons is Genocide Joe's lapdog from Delaware. Look in his blank eyes. Is there empathy for the murdered children of Gaza? Is there any humanity at all? No.  Confront these heartless ghouls at every opportunity. Keep up the pressure on these baby killing bastards.";5;33;153;425;en;4869905412;1724175807956779131;berningman16;https://twitter.com/berningman16/status/1724175807956779131
Mon Nov 13 21:21:54 +0000 2023;1724175782061178918;"The War Crimes being perpetrated by the Far Right #Israeli Regime are also the War Crimes of the enabling #US #EU #UK - All those who have supported this Genocide against the people of #Palestine should be tried for War Crimes. Where's the International Criminal Court...?";43;174;1570;2712;en;248801998;1724175782061178918;wallacemick;https://twitter.com/wallacemick/status/1724175782061178918
Mon Nov 13 21:16:40 +0000 2023;1724174465188450322;"It’s a damning inditement of society that the best of us—the doctors, the aid workers, the volunteers—are telling us the realities of having hospitals bombed around them and they are ignored. And the world holds their word to be of lower value than a nation committing genocide.";3;21;102;491;en;14482768;1724174465188450322;tamoorh;https://twitter.com/tamoorh/status/1724174465188450322
Mon Nov 13 21:16:03 +0000 2023;1724174307771756802;"Lawsuit targets Biden administration over complicity in Gaza genocide   @theCCR has filed a lawsuit against President Joe Biden, Secretary of State Antony Blinken, and Secretary of Defense Lloyd Austin for failure to prevent and complicity in genocide.  https://t.co/l4XRUaQ18l";19;32;327;545;en;34002725;1724174307771756802;Mondoweiss;https://twitter.com/Mondoweiss/status/1724174307771756802
Mon Nov 13 21:14:32 +0000 2023;1724173925167325400;"A ceasefire only gets us back to life as it was before October 7th, which was just a slower implementation of the 100 year genocide. It’s not good enough. End the occupation NOW!";1;0;131;229;en;173200840;1724173925167325400;AAPRP;https://twitter.com/AAPRP/status/1724173925167325400
Mon Nov 13 21:11:33 +0000 2023;1724173175087346126;"If you seriously believe the solution to this political shitstorm and ongoing genocide is voting in Donald Trump instead of Joe Biden, you are clinically insane.   Insane: doing the same thing over and over and expecting different results.   WITHHOLD YOUR VOTE.";19;226;170;691;en;1148699804;1724173175087346126;e_galv;https://twitter.com/e_galv/status/1724173175087346126
Mon Nov 13 21:11:28 +0000 2023;1724173154359083158;"@IsabellaPfaff The Lemkin Institute is calling it genocide so whatever tormented horseshit reasoning you have to apply to defend Israel from the obvious genocide they are committing isn't fooling anyone but those who want to be fooled.";0;0;0;179;en;184913941;1724053824761925700;scabbyscribe56;https://twitter.com/scabbyscribe56/status/1724173154359083158
Mon Nov 13 21:11:16 +0000 2023;1724173104883101847;"They totally ignore the world demanding a stop to the genocide  But when confronted about it, they demand people stop disturbing their fancy dinners &amp  quiet cars  Revealing, indeed";6;0;568;1740;en;110326494;1724173104883101847;BreeNewsome;https://twitter.com/BreeNewsome/status/1724173104883101847
Mon Nov 13 21:10:42 +0000 2023;1724172964575182884;"False. Many of us said what Israel is doing to Palestinians is genocide. Even more agree, but don't say it publicly fearing accusations of antisemitism, losing their livelihoods, because amoral cretins claim disagreeing with Israeli govt slaughtering civilians means we hate Jews.";2;9;514;1690;en;2284718570;1724172964575182884;UjuAnya;https://twitter.com/UjuAnya/status/1724172964575182884
Mon Nov 13 21:10:30 +0000 2023;1724172912825930158;"Those lies have fuelled a genocide  The truth of what happened on October 7 is beginning to emerge.  Emerging not from the western press but from the Israeli media, and from the Israeli public who are a switched on and Internet savvy public.  And the latest revelation is the… https://t.co/KbUWF22axb";222;276;3106;5152;en;15484198;1724172912825930158;georgegalloway;https://twitter.com/georgegalloway/status/1724172912825930158
Mon Nov 13 21:10:13 +0000 2023;1724172842374226066;"@IsabellaPfaff If Palestinians were white, you'd have absolutely no problem calling it genocide immediately.";0;2;1;306;en;1670907114435346435;1724053824761925700;All_Power_2_You;https://twitter.com/All_Power_2_You/status/1724172842374226066
Mon Nov 13 21:09:48 +0000 2023;1724172734697967709;"New definition of genocide just dropped https://t.co/ohMUpGWYDP";6;18;8;208;en;1712480133863653376;1724172734697967709;BadEmpanadaa;https://twitter.com/BadEmpanadaa/status/1724172734697967709
Mon Nov 13 21:09:10 +0000 2023;1724172577135083595;"@Voulnet @_wokeflix The claim is an ongoing genocide. Growth in population is not a sign of genocide! So, his logic is not flawed. I don’t hear any protesters asking Hamas to release hostages, do you? Just blind hate.";0;6;3;213;en;2571821438;1723987736682787002;lalithramachan1;https://twitter.com/lalithramachan1/status/1724172577135083595
Mon Nov 13 21:08:07 +0000 2023;1724172313724092587;"No vote for Biden. No vote for Trump.  No vote for RFK Jr.. No aid to Israel. The monsters perpetrating this genocide must be stopped. Ceasefire now. #CeasefireInGazaNOW";7;24;340;811;en;17384585;1724172313724092587;anthonyzenkus;https://twitter.com/anthonyzenkus/status/1724172313724092587
Mon Nov 13 21:05:37 +0000 2023;1724171683630600194;"— We’re here to say to the prosecutor that we’ve witnessed what is happening (in Gaza), and it compels the necessity to submit a petition over genocide.  — We’re here for the Palestinians. To tell them, 'Now you have an army of lawyers.’  Gilles Devers, representative of… https://t.co/97IDXtqVd8";15;5;126;184;en;240265305;1724171683630600194;anadoluagency;https://twitter.com/anadoluagency/status/1724171683630600194
Mon Nov 13 21:05:21 +0000 2023;1724171615003714043;"To every artist, health care worker, journalist, public figure and human being using their platforms to help stop a genocide. Palestinians see you. We will never forget it ✊🏼♥️🇵🇸";0;4;82;257;en;262910171;1724171615003714043;fatimasal82;https://twitter.com/fatimasal82/status/1724171615003714043
Mon Nov 13 21:04:25 +0000 2023;1724171382399926306;"UNDERSTAND SOMETHING ABOUT 2024:  Any American politician who "stands with Israel" is a shill who doesn't deserve your vote.  It isn't just about their support for genocide in Gaza. When politicians "support" Israel, it's their way of signaling they serve the special interests.…";17;98;430;1491;en;1361420004885999618;1724171382399926306;InfraHaz;https://twitter.com/InfraHaz/status/1724171382399926306
Mon Nov 13 21:04:03 +0000 2023;1724171287554130179;"If you’re telling me that I have to support a candidate who is actively financing genocide in Gaza and that if I don’t democracy will die, then democracy is already dead.";36;96;1318;4264;en;811514954159443968;1724171287554130179;benigma2017;https://twitter.com/benigma2017/status/1724171287554130179
