"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location"
"Tue Dec 12 15:31:16 +0000 2023","1734596788798337344","@S_AshelJKT48 @erigostore aah sedih kayaknya live terakhir di erigo yah cel setelah keluar nnti di jkt  smngtt seng","0","0","0","0","in","1701550631180460032","1734595249027313844","_Cancer_girls","https://twitter.com/_Cancer_girls/status/1734596788798337344","",""
"Mon Dec 11 14:33:51 +0000 2023","1734219953946124648","@erigostore Mungkin Kemarin Itu terakhir liat ci Shani Sam ci gre di erigo 😔","0","0","0","2","in","1593817012421394432","1734213370201743377","RaditG11","https://twitter.com/RaditG11/status/1734219953946124648","",""
"Wed Dec 13 10:48:45 +0000 2023","1734888080254103577","Erigo serba 50.000 jam 18.00 👉https://t.co/SVJOnpLvAw  Bisa pakai kupon 30% https://t.co/MP8JwzXJpn","0","1","0","2","in","82032251","1734888080254103577","re_aruni","https://twitter.com/re_aruni/status/1734888080254103577","https://pbs.twimg.com/media/GBOPgtfaQAAqbBR.jpg","Earth"
"Thu Dec 07 07:12:34 +0000 2023","1732659348198035530","@cinanazs Oshi nya admin erigo kak Freya ci","0","1","0","0","in","928262376134025217","1732629363718570213","tobi_deno_danu","https://twitter.com/tobi_deno_danu/status/1732659348198035530","","Surakarta, Jawa Tengah"
"Sun Dec 10 09:29:04 +0000 2023","1733780861232033863","@erigostore ayoo keluarkan semua foto2 ci shani pas kemaren di erigo min😁","0","0","0","0","in","1525394781047705600","1733758625599091174","xrzhaa","https://twitter.com/xrzhaa/status/1733780861232033863","","tangerang selatan"
"Thu Dec 07 16:51:29 +0000 2023","1732805036252770434","Erigo Last Stock T-Shirt   beli disini : https://t.co/n6fUTEPu34 beli disini : https://t.co/N12XKRRINH https://t.co/WRJf28Ntwe","0","1","0","0","in","894625644813795328","1732804997136720105","PemburuProduk","https://twitter.com/PemburuProduk/status/1732805036252770434","https://pbs.twimg.com/media/GAwo_kabIAI4MDc.jpg","Jakarta"
"Mon Dec 11 13:25:54 +0000 2023","1734202850358730982","Wts  Photocard summertour jkt48 = freya &amp; zee Photopack erigo × jkt48 vol.5 = chika &amp; gita Sticker Jkt48 Morningcall = jesslyn  flora  sisca  raisha Birthday t-shirt chika jkt48 uk.m  Minat Dm  terimakasih","0","1","14","11","in","1579628899176062977","1734202850358730982","dxesm33","https://twitter.com/dxesm33/status/1734202850358730982","",""
"Tue Dec 12 15:26:49 +0000 2023","1734595668134731997","@S_AshelJKT48 @erigostore jangankan erigo  aku aja mustahil buat lupain kamu cell cell...","0","0","0","1","in","1659176475067826178","1734595249027313844","Scnaa4shll","https://twitter.com/Scnaa4shll/status/1734595668134731997","",""
"Tue Dec 12 14:11:14 +0000 2023","1734576650371674141","@erigostore Itu kakak erigo nya hanya bisa pasrah liat kelakuan mereka sabar ya kak kalau gk kuat boleh lambaikan tangan🤣😭","0","0","0","4","in","1556851829216256000","1734560221744308409","SitiNur24471312","https://twitter.com/SitiNur24471312/status/1734576650371674141","",""
"Sun Dec 10 14:33:56 +0000 2023","1733857586544619927","@S_FloraJKT48 Kalau flora bilangnya besok jam 3  ya besok jam 3  si erigo itu yang salah.","0","0","0","0","in","1385607251738591232","1733853747191886104","Jamezy62287937","https://twitter.com/Jamezy62287937/status/1733857586544619927","",""
"Tue Dec 12 15:10:44 +0000 2023","1734591624091705504","Kemeja erigo jd 39rb buruan https://t.co/AspmQvKDnM","0","0","0","0","in","1649420658785353736","1734591624091705504","cupidhoneymoon","https://twitter.com/cupidhoneymoon/status/1734591624091705504","","thread rekomendasi:"
"Sat Dec 09 13:46:15 +0000 2023","1733483196182929563","@erigostore Kpn chika christy live erigo kak bnyk pasti fans ch2 nyaa","0","0","0","0","in","1621277392584179713","1733475772135080378","oshinduna","https://twitter.com/oshinduna/status/1733483196182929563","",""
"Fri Dec 08 11:12:25 +0000 2023","1733082096837750814","cici thank you buat live erigo nya  sempetin istirahat 🫶 jgn telat mam nya 🤍 @N_ShaniJKT48","0","0","0","0","in","1559801815478452225","1733082096837750814","chikilimaratus","https://twitter.com/chikilimaratus/status/1733082096837750814","",""
"Mon Dec 11 13:29:19 +0000 2023","1734203712971931861","@natasya_Annera Kpn beliin aku baju erigo ci Shani 😂  bercanda ✌️","1","0","0","0","in","1513372911029358592","1734203358515437638","Y_Nopi03","https://twitter.com/Y_Nopi03/status/1734203712971931861","","Kalimantan Selatan, Indonesia "
"Wed Dec 13 20:01:13 +0000 2023","1735027113592545496","@txtfrombrand Baru nyadar  skrg yg bngung jot. Jd BA oranye tp erigo bakal live tiktok yg affiliate ke Ijo 😂","0","0","0","0","in","1592812804389867520","1734924055160279343","Arsip48","https://twitter.com/Arsip48/status/1735027113592545496","",""
"Wed Dec 06 05:10:56 +0000 2023","1732266350394098001","Saksikan greshan dalam live Shopee Erigo pada tanggal 8 Desember 2023  Pukul 16.00 WIB https://t.co/rcjFAdStEE","0","0","0","1","in","1631433113044918273","1732266350394098001","MsNizhar","https://twitter.com/MsNizhar/status/1732266350394098001","https://pbs.twimg.com/media/GAo_D7RbkAAp1Rg.jpg",""
"Tue Dec 12 10:15:11 +0000 2023","1734517243881664519","@HafizfarelM Berarti ini sisa sisca ntsy sama kaos erigo ya???","0","0","0","0","in","1604448589467770881","1734421330895028678","Doaibu87","https://twitter.com/Doaibu87/status/1734517243881664519","",""
"Sun Dec 10 09:54:16 +0000 2023","1733787204194103619","🤑 [Promo Sore] Voucher Erigo Shopee Mall diskon 5% minimum belanja Rp 250 ribu.Berlaku untuk semau metode pembayara...  Link 👉 https://t.co/DXtpnfiDMH https://t.co/ZUiVUyNaND","0","0","0","1","in","901397256078729217","1733787204194103619","sadiskon","https://twitter.com/sadiskon/status/1733787204194103619","https://pbs.twimg.com/media/GA-mRkPagAAX80W.jpg","Jakarta Capital Region"
"Thu Dec 14 00:59:50 +0000 2023","1735102259959300276","Btw dulu ane ngiranya Erigo punyanya Raffi Ahmad","0","1","0","0","in","937296828546007041","1735102259959300276","dimsoeshi","https://twitter.com/dimsoeshi/status/1735102259959300276","","Indonesia"
"Wed Dec 13 09:02:16 +0000 2023","1734861283877691757","@AU_LiaJKT48 Erigo lah","0","0","0","0","in","1014367437121191936","1734855608615252019","UncleSamxx","https://twitter.com/UncleSamxx/status/1734861283877691757","","Jakarta Selatan, DKI Jakarta"
"Tue Dec 12 14:26:11 +0000 2023","1734580409286242503","@R_AdelJKT48 aku tadi lihat di erigo 12.12","0","0","0","0","in","1664469464002478081","1734580072764629151","HeZaaa07","https://twitter.com/HeZaaa07/status/1734580409286242503","",""
"Fri Dec 08 12:29:32 +0000 2023","1733101504373109144","@emaj7_ bisa nonton ulang di akun shopee erigo kk","0","0","0","0","in","1335193149346484226","1733099272126578863","onetwotryaaa","https://twitter.com/onetwotryaaa/status/1733101504373109144","","Medan, Sumatera Utara"
"Sun Dec 10 14:47:21 +0000 2023","1733860961998782674","@erigostore @S_FloraJKT48 aku tim etmin erigo flora kayaknya lagi butuh sinar matahari lebih biar bisa potosintesis dengan sempurna mangats non","0","0","0","0","in","79196887","1733853747191886104","cry3","https://twitter.com/cry3/status/1733860961998782674","",""
"Tue Dec 12 05:07:33 +0000 2023","1734439827943338461","@coklatpaitenak Hai kak  mau nitip ini ya^^   https://t.co/BKNkDJtIMy","0","2","0","1","in","1594588218061516800","1734434905277567300","zooenachwan","https://twitter.com/zooenachwan/status/1734439827943338461","","Jawa Barat, Indonesia"
"Thu Dec 07 12:40:19 +0000 2023","1732741830213853533","@C_Jessination48 @erigostore baru tau jesinesi admin erigo juga ternyata  pura2 tektokan aja ini","1","1","0","41","in","1117604224114679809","1732732391645745467","floradinooo","https://twitter.com/floradinooo/status/1732741830213853533","","14"
"Wed Dec 13 10:09:12 +0000 2023","1734878125308420414","@S_AshelJKT48 @erigostore Ya semoga aja thn dpn msh ikt kerjasama brg erigo cel kan katanya mau ngeluarin parfum bareng jkt semoga ya masih ikut bareng trio grad","0","0","0","0","in","1231414201089835008","1734595249027313844","robimlyd","https://twitter.com/robimlyd/status/1734878125308420414","",""
"Thu Dec 14 10:46:15 +0000 2023","1735249838852432199","Nyebelin banget beli baju di erigo Di stok ada ukurannya tapi pas udah 2 hari co baru bilang ngga ada 😫 Keselllll","0","0","0","0","in","1502994333192007683","1735249838852432199","allukajeon01","https://twitter.com/allukajeon01/status/1735249838852432199","",""
"Sun Dec 10 15:15:13 +0000 2023","1733867975516774434","@natasya_Annera Pengen banget punya baju erigo apalagi yg ci Shani  tpi ga ad uang 😭","0","0","0","0","in","1513372911029358592","1733867150967030111","Y_Nopi03","https://twitter.com/Y_Nopi03/status/1733867975516774434","","Kalimantan Selatan, Indonesia "
"Sun Dec 10 15:26:37 +0000 2023","1733870843636355330","@natasya_Annera blum  minat beli erigo sih🙏","0","0","0","0","in","1409668445206024195","1733867150967030111","froz4a","https://twitter.com/froz4a/status/1733870843636355330","","malang spt nasibku😓"
"Wed Dec 06 04:28:58 +0000 2023","1732255789681950983","Erigo road to 12.12 jam 12.00 👉https://t.co/SVJOnpLvAw  *Kemungkinan kemeja washio red jadi 12k https://t.co/MatqVWgw1t","0","0","0","0","in","82032251","1732255789681950983","re_aruni","https://twitter.com/re_aruni/status/1732255789681950983","https://pbs.twimg.com/media/GAo1dK0bIAABydp.jpg","Earth"
"Tue Dec 12 13:55:54 +0000 2023","1734572788130959851","@RobbyPantjoro rob  nama lu disebut2 Kathrin mulu di live erigo wkwkwk","0","0","0","0","in","1708327696588283904","1734572788130959851","Kokoroobiru","https://twitter.com/Kokoroobiru/status/1734572788130959851","",""
"Thu Dec 07 09:08:41 +0000 2023","1732688569788203317","erigo udh kelar 2s udh kelar  tinggal lazada yg belom kelar","0","0","0","0","in","1340489955311677440","1732688569788203317","ashelasalsa","https://twitter.com/ashelasalsa/status/1732688569788203317","","F4 F5 Phoning"
"Sun Dec 10 15:02:53 +0000 2023","1733864872549720510","@S_FloraJKT48 Km g slh kok tim erigo yg slh","0","0","0","0","in","1537445573993058304","1733863778696253869","Min1270571983","https://twitter.com/Min1270571983/status/1733864872549720510","",""
"Wed Dec 13 06:40:14 +0000 2023","1734825539616305580","@N_ShaniJKT48 Beli jaket erigo yang waktu cishani pakek di summer tour baru kesampaian beli 😅 https://t.co/bhO7gtTskk","0","0","0","1","in","1669954729588424704","1734809145646391660","Bayu_purnama48","https://twitter.com/Bayu_purnama48/status/1734825539616305580","https://pbs.twimg.com/media/GBNWoWKaYAAEPYE.jpg",""
"Mon Dec 11 16:41:10 +0000 2023","1734251991243858217","@erigostore pan kapan ajak jkt ke bali lgsg bkin tenda erigo or cabang min biar lgsg beli wkwk","0","0","0","0","in","1689115826585247744","1734213370201743377","reldontbesad","https://twitter.com/reldontbesad/status/1734251991243858217","",""
"Wed Dec 13 10:50:36 +0000 2023","1734888545612071177","[Serba 50rb] Flash Sale Erigo 🕕 18:00 | 13 Des  *Bisa dicheckout bersamaan dengan voucher Beli Lokal diskon 30% s/d 30k https://t.co/hqKHtWp1bG https://t.co/A1BTsCfskm","0","0","0","1","in","1672464836","1734888545612071177","i_m_mortal_","https://twitter.com/i_m_mortal_/status/1734888545612071177","https://pbs.twimg.com/media/GBOO5OybcAAnyRE.jpg","Dunia Maya"
"Tue Dec 12 06:21:29 +0000 2023","1734458430612807743","@96scart Hai kak  mau nitip ini ya ^^ https://t.co/IS28zSIZ6D","0","2","0","1","in","1594588218061516800","1734454478622122389","zooenachwan","https://twitter.com/zooenachwan/status/1734458430612807743","","Jawa Barat, Indonesia"
"Sun Dec 10 14:58:13 +0000 2023","1733863695711977930","@erigostore @S_FloraJKT48 Lho lho kok salah jam lagi min? ah pasti yg salah tim Erigo nih mana ada nona Flora salah 🤔","0","0","0","2","in","1605147500515495936","1733853747191886104","Its_Coconutz","https://twitter.com/Its_Coconutz/status/1733863695711977930","","Sukabumi, Jawa Barat"
"Tue Dec 12 07:26:50 +0000 2023","1734474878198374812","@Meloncanari https://t.co/mVPa3Vxez7  https://t.co/gI8yi9tr4W  Ini kak","0","1","0","0","in","1594588218061516800","1734470425810542676","zooenachwan","https://twitter.com/zooenachwan/status/1734474878198374812","","Jawa Barat, Indonesia"
"Wed Dec 06 13:38:14 +0000 2023","1732394017512694011","@dhiyaaars ga tau deh wkwk dia jual barang2 overprice bgt tshirt erigo aja 300k an","0","1","0","0","in","2953965746","1732393290971123885","crescrentmoon","https://twitter.com/crescrentmoon/status/1732394017512694011","","@A_GitaJKT48 - she/her"
"Tue Dec 12 14:10:37 +0000 2023","1734576494255702135","@menjadiberkahya Aku bang pengen beli baju erigo zee","0","0","0","0","in","1720999935792103424","1734509401200042217","AlezexyN","https://twitter.com/AlezexyN/status/1734576494255702135","",""
"Mon Dec 11 16:46:44 +0000 2023","1734253393458475265","Rp12.000 ⏰ 00:00 WIB  Erigo Celana Pendek Chino https://t.co/B5Gb2f24wb  Erigo Hoodie Utah Peacook https://t.co/BwE0QVBS4a https://t.co/Gc5GcBKTpd","0","0","0","1","in","3044974679","1734253393458475265","jurigdiskonan","https://twitter.com/jurigdiskonan/status/1734253393458475265","https://pbs.twimg.com/media/GBFORVWbYAAfO-T.jpg","jurigdiskonan@gmail.com"
"Sat Dec 09 07:53:14 +0000 2023","1733394357703823496","@erigostore nahh ini baru ondah yang asli wkwk ayo min ondah satu frame di erigo live gapernah satu momen nih ditungguin juga","0","0","0","0","in","1712336808024182784","1733351661320757651","landozld","https://twitter.com/landozld/status/1733394357703823496","",""
"Fri Dec 08 15:33:27 +0000 2023","1733147787037196482","@erigostore @N_ShaniJKT48 @S_GraciaJKT48 Semoga lanjut ada edisi 2024 ya erigo","0","0","0","0","in","1562094219774537729","1733146748577804463","Youarem18177276","https://twitter.com/Youarem18177276/status/1733147787037196482","",""
"Tue Dec 12 17:15:59 +0000 2023","1734623143560413596","how's your day flo? seru banget ga sih hari ini? pastinya seru dong yaa karna tadi ada live bareng erigo :3 istirahat yaaa flo dan jaga kesehatan juga 💜 @S_FloraJKT48","0","0","0","0","in","875408287251914753","1734623143560413596","Oltsuka","https://twitter.com/Oltsuka/status/1734623143560413596","",""
"Wed Dec 13 05:43:46 +0000 2023","1734811327737254160","@N_ShaniJKT48 Belanjar merch jkt 48 sma erigo cii🫶","0","0","0","0","in","1601041700150878209","1734809145646391660","x_frsh_","https://twitter.com/x_frsh_/status/1734811327737254160","",""
"Mon Dec 11 20:27:42 +0000 2023","1734308999825326112","Sesama fans bisa saling serang. Demi engagement apa memang caper?  Ingat apa kata Zee di live erigo beberapa waktu lalu. Kurang-kurangi berantem di sosmed. Sampai member notice soal ini  sedikit banyak dia juga 'gerah' kalau lihat comment di X...  Be an ethical fans yuuuk...","0","0","0","0","in","1720341755290345472","1734308999825326112","rudibernard2025","https://twitter.com/rudibernard2025/status/1734308999825326112","","Some place under the sky "
"Tue Dec 12 14:53:25 +0000 2023","1734587263693320610","@rinytii Halo kak  bisa bikinin produk ini ga  https://t.co/I64ohqWTwJ","0","1","0","0","in","175998569","1734585693584920628","Atmiko31","https://twitter.com/Atmiko31/status/1734587263693320610","",""
"Sun Dec 10 15:27:13 +0000 2023","1733870994350391711","@S_FloraJKT48 Gapapa Flora  mimin Erigo ko yg salah","0","0","0","0","in","973803007","1733863778696253869","chocochiizzuu","https://twitter.com/chocochiizzuu/status/1733870994350391711","",""
"Sun Dec 10 15:24:02 +0000 2023","1733870193171206413","@natasya_Annera T'shirt erigo yg Cii Shanii :(","0","0","0","0","in","1423898291905777666","1733867150967030111","sisukaoleng48","https://twitter.com/sisukaoleng48/status/1733870193171206413","",""
"Sat Dec 09 01:07:06 +0000 2023","1733292151168262634","@erigostore @Freya_JKT48 tau aja min coba kpn2 satuin di live erigo..blom pernah kan.. ?","0","0","0","0","in","1637160833875857408","1732623964026102054","sacrifice64561","https://twitter.com/sacrifice64561/status/1733292151168262634","",""
"Tue Dec 12 12:42:52 +0000 2023","1734554411631046970","@erigostore @C_JessiJKT48 Hadehh min  itu di Erigo doang  kalo diluar mahh hadehh","0","0","0","0","in","1014367437121191936","1734517890328707216","UncleSamxx","https://twitter.com/UncleSamxx/status/1734554411631046970","","Jakarta Selatan, DKI Jakarta"
"Tue Dec 12 02:25:12 +0000 2023","1734398969160290363","@Ameliyadilaa_ @JUALAN_AUTOBASE Yg erigo coklat itu brp kak","0","0","0","0","in","1050025864895709184","1734242890795356396","Inidwiiii","https://twitter.com/Inidwiiii/status/1734398969160290363","",""
"Fri Dec 08 11:20:19 +0000 2023","1733084085973930334","Hay Cici shani @N_ShaniJKT48 makasih buat Erigo nya tadi habis ini kalau ga ada kegiatan istirahat ya Cici jaga kesehatan juga  makasih buat hari ini cici selamat istirahat","0","0","0","1","in","1525540412207026176","1733084085973930334","akhrides","https://twitter.com/akhrides/status/1733084085973930334","",""
"Tue Dec 12 11:06:24 +0000 2023","1734530132751315078","@AU_LiaJKT48 Kurang hepi aih sebenernya karena nonton Shopee 12.12 di TV  nonton IDN Live di Laptop  nonton Live Erigo di HP  tapi kamu gag ada 🥲","0","0","0","0","in","203789152","1734496720481067132","diqiahya","https://twitter.com/diqiahya/status/1734530132751315078","","Jawa Timur"
"Tue Dec 12 14:25:52 +0000 2023","1734580331431469503","@R_AdelJKT48 Jgn galak galak bg adel sama erigo","0","0","0","0","in","1493470385177645056","1734580072764629151","fidinarti7","https://twitter.com/fidinarti7/status/1734580331431469503","",""
"Sun Dec 10 01:29:33 +0000 2023","1733660190690660718","@DinDinz1664450 Ella yg erigo volume brp?","0","0","0","0","in","1172778222469038081","1733413531587105129","babe_buy","https://twitter.com/babe_buy/status/1733660190690660718","",""
"Wed Dec 13 10:41:32 +0000 2023","1734886262971211856","@F_OllaJKT48 lla sadar gk tdi ada yg make baju erigo lu  waktu presentasi 🤓","0","0","0","0","in","1713519620085411840","1734802973954617417","Ren_4ta","https://twitter.com/Ren_4ta/status/1734886262971211856","",""
"Wed Dec 13 08:33:36 +0000 2023","1734854067330171312","WTS JKT48 Varsity  Tshirt Adel Erigo Vol.2 3 emoji Photocard pc Photopack pp Adel Benefit Rocket  Yukata  Morning Call  Kalender 2022 Link : https://t.co/qe7fYyIctk https://t.co/gh76ryUagT","0","1","0","3","in","1547413044988645376","1734854067330171312","kimpntjr","https://twitter.com/kimpntjr/status/1734854067330171312","https://pbs.twimg.com/media/GBNwkzvaAAAND9o.jpg",""
"Sun Dec 10 14:46:52 +0000 2023","1733860841987232122","@erigostore Hahaa setuju min kyanya tim erigo lgi btuh aqua😭☝🏻","0","0","0","5","in","1537445573993058304","1733853747191886104","Min1270571983","https://twitter.com/Min1270571983/status/1733860841987232122","",""
"Thu Dec 14 11:24:20 +0000 2023","1735259422304473303","cok gue td di kampus liat cowo pake baju ashel erigo ver 5 + lanyard new era pgn gue panggil anjir kek sabi kenalan AHAHA becanda","0","2","0","0","in","1216368468192153601","1735259422304473303","adzanatiy","https://twitter.com/adzanatiy/status/1735259422304473303","",""
"Tue Dec 12 09:27:51 +0000 2023","1734505333807309225","@chocolatpurple zee pirang era cuman pas live erigo doang nih ya","0","0","0","2","in","1568225064939835399","1734502180475044132","rajaaajaaa","https://twitter.com/rajaaajaaa/status/1734505333807309225","",""
"Wed Dec 13 11:31:02 +0000 2023","1734898720679010656","@F_OllaJKT48 Temen Kuliah Kamu Ada Yang Pake T-Shirt Erigo Versi Punya Kamu Ya? Wkwk","0","0","0","0","in","1677210916910419969","1734802973954617417","Zakki_FansJKT48","https://twitter.com/Zakki_FansJKT48/status/1734898720679010656","",""
"Wed Dec 13 06:03:38 +0000 2023","1734816326076756151","@N_ShaniJKT48 Belanja baju erigo  Eh ga balanja Deng beli soalnya cuma beli 1 produk 😅","0","0","0","0","in","1576463503136677888","1734809145646391660","MzTazkiah","https://twitter.com/MzTazkiah/status/1734816326076756151","",""
"Wed Dec 13 05:42:29 +0000 2023","1734811003991581010","@N_ShaniJKT48 Beli Bosozoku erigo. Wkwkwk","0","0","0","0","in","1520716315966656512","1734809145646391660","N_MFazri","https://twitter.com/N_MFazri/status/1734811003991581010","",""
"Sun Dec 10 16:39:27 +0000 2023","1733889174292557844","@sshaniindira Udah kuduga sih dari live erigo pasti singgah nonton anaknya.","0","0","0","0","in","1499998049413701633","1733143034391408697","My776002Yasin","https://twitter.com/My776002Yasin/status/1733889174292557844","",""
"Sun Dec 10 12:55:30 +0000 2023","1733832812787388495","Wts baju erigo Chika JKT48 Size "XL" + PP harga 200k nego dikit🙏 yang minat pm wa aja ya 085718765279 https://t.co/fcVhJR5REP","0","0","0","0","in","1617729535478484992","1733832812787388495","WMessyou","https://twitter.com/WMessyou/status/1733832812787388495","https://pbs.twimg.com/media/GA_PvjObEAEY36_.jpg","Jakarta Timur, DKI Jakarta"
"Thu Dec 07 05:49:15 +0000 2023","1732638379383382424","@dlayyyyyyyy kayanya sebelum di warnain  terus pas mao ke erigo di warnain  soalnya celana yg di pake sama","0","1","0","0","in","1453448110114422793","1732636597299171508","yhaaazid","https://twitter.com/yhaaazid/status/1732638379383382424","","Jakarta Capital Region"
"Mon Dec 11 05:25:26 +0000 2023","1734081939303481571","@R_AdelJKT48 @erigostore kata mimin erigo live nya jam jam kunti","0","0","0","0","in","1256877600493858822","1734079556682916236","salisasaa","https://twitter.com/salisasaa/status/1734081939303481571","",""
"Sat Dec 09 16:18:14 +0000 2023","1733521446239117439","💥 FLASH SALE Rp12.000 💥 ⏰ 00.00 WIB  Erigo Pullover Arai Khaki  👉🏼 https://t.co/CyftH5zCMZ https://t.co/S767ZgeZmx","0","0","0","0","in","801792028329803776","1733521446239117439","cahayasahabat_","https://twitter.com/cahayasahabat_/status/1733521446239117439","https://pbs.twimg.com/media/GA60kYybYAA9ovj.jpg",""
"Fri Dec 08 00:47:15 +0000 2023","1732924766561165783","Selamatt pagi ku ucapkan untuk cici ku tersayang   semogaa banyak hal baik menghampiri mu  semangat untuk kegiatan apapun itu!! Udah gak sabar liat kamu di live erigo semangat yayaya 💚 jangn lupa mam dulu  yang banyak ya  biar kuat 🫡   @S_GraciaJKT48","0","0","0","0","in","1504368053705854979","1732924766561165783","bucinnyagrc_","https://twitter.com/bucinnyagrc_/status/1732924766561165783","",""
"Wed Dec 06 04:57:25 +0000 2023","1732262948197056956","@ArdhyaPRPW kak mau nitip ini  makasih ya https://t.co/RDtmtWqj3V","0","1","0","0","in","1172093050446704640","1732262180287131875","taerae_zbone","https://twitter.com/taerae_zbone/status/1732262948197056956","","Riau, Indonesia"
"Thu Dec 07 15:30:40 +0000 2023","1732784697187733903","Racun tokopedia #racuntokped https://t.co/zS7o4CAyLA","0","0","0","0","in","1603027898339713025","1732784697187733903","bscenez_bi","https://twitter.com/bscenez_bi/status/1732784697187733903","","she/her"
"Wed Dec 13 11:47:42 +0000 2023","1734902916966973783","@dersimaulida @GraciasFans_INA @S_GraciaJKT48 Bismillah duit gua udh abis buat konser jdi kaga kebeli'baju erigo nya semoga yang ini dpt aminn","0","0","0","0","in","1650639706743541761","1734578854193172624","NKanagaraa40166","https://twitter.com/NKanagaraa40166/status/1734902916966973783","",""
"Mon Dec 11 17:34:55 +0000 2023","1734265517572325651","@A_ZeeJKT48 Nunggu gajian  pen ngeborong produk erigo weeh","0","0","0","0","in","1684070774674710528","1734262808064450880","NurfauzanF61747","https://twitter.com/NurfauzanF61747/status/1734265517572325651","","Tangerang, Indonesia"
"Wed Dec 13 11:29:24 +0000 2023","1734898310731927794","@discountfess masih ada diskon 50 ribu nya https://t.co/tEn2iQNwl2","0","1","0","0","in","1532948624145289216","1734895954585854042","starrighty","https://twitter.com/starrighty/status/1734898310731927794","",""
"Wed Dec 06 06:49:40 +0000 2023","1732291197262332200","@polisiidol Gua cuma heran ama wota" Yang borong erigo tapi marah" Nya ke JOT wkwkwk","0","3","0","9","in","1509946796759347207","1732149035979681843","ReyhanFahlevi4","https://twitter.com/ReyhanFahlevi4/status/1732291197262332200","","mars"
"Fri Dec 08 09:51:52 +0000 2023","1733061824403366198","@erigostore @S_GraciaJKT48 @N_ShaniJKT48 Terimakasih Erigo sudah menyatukan merek lagi di live ini 😌❤️","0","0","0","0","in","1660479908810989569","1733060254978687220","LestariQeen","https://twitter.com/LestariQeen/status/1733061824403366198","","Bengkulu, Indonesia"
"Thu Dec 14 16:01:34 +0000 2023","1735329189992235403","gokil  ada yg mau GA tshirt erigo👀 @Ardimasrama99","0","1","0","4","in","1476520223230492674","1735329189992235403","isaacxqf","https://twitter.com/isaacxqf/status/1735329189992235403","","gatau dimana"
"Tue Dec 12 14:54:40 +0000 2023","1734587580543607036","@wonyadct Nitip produk ini ka  makasih  🙏  https://t.co/I64ohqWTwJ","0","2","0","0","in","175998569","1734577266607489463","Atmiko31","https://twitter.com/Atmiko31/status/1734587580543607036","",""
"Thu Dec 14 15:50:40 +0000 2023","1735326448578089265","@simon_ekpa “Adighi enye change o” onye eriri na erigo ya.” Ariri !","0","0","0","0","in","1331607623469322240","1734898069815115985","GozienwaO","https://twitter.com/GozienwaO/status/1735326448578089265","","Lagos, Nigeria"
"Sun Dec 10 07:59:16 +0000 2023","1733758265857589531","@sarahhmsn13 Sudah ada kak https://t.co/39kjmJaELB","0","1","0","14","in","863510606","1733712115746431439","erigostore","https://twitter.com/erigostore/status/1733758265857589531","","Jakarta Capital Region"
"Fri Dec 08 22:15:53 +0000 2023","1733249063750095158","@_yeszzzz lebih curiga ke rambut nya sih  yang di erigo itu keknya blm 100% nge bleaching nya 😅","0","0","0","23","in","1702935187489947648","1733149602772328645","Biezel_13","https://twitter.com/Biezel_13/status/1733249063750095158","","Tangerang, Indonesia"
"Thu Dec 14 00:19:34 +0000 2023","1735092128261472705","@pfppfppfp bang top spend gini di erigo abis berapa?","0","0","0","0","in","1385211145053642753","1734860303329071201","axeldevis11","https://twitter.com/axeldevis11/status/1735092128261472705","",""
"Tue Dec 12 14:27:25 +0000 2023","1734580722609078732","@R_AdelJKT48 ty sheeeng untuk live erigo tadi","0","0","0","0","in","1511749439618224137","1734580072764629151","raditajah123","https://twitter.com/raditajah123/status/1734580722609078732","",""
"Tue Dec 12 12:55:50 +0000 2023","1734557672446521377","@dlayyyyyyyy @officialJKT48 ini tempat gw ngatri tadi.. jangan jangan lu yang pake baju erigo freya yg gw titipin tas","0","0","0","0","in","1690984195513044992","1734428325911933108","BPlottwist77324","https://twitter.com/BPlottwist77324/status/1734557672446521377","",""
"Fri Dec 08 16:22:11 +0000 2023","1733160053295964593","@L_MarshaJKT48 tadi nonton ci gege ama ci shanoy live erigo  trus tadi streaming ramune  thankkyouu ramunenya hari inii  semangat latihannya kamuu! jgn lupa istirahat ya matchaa! aku pamit undur diri duluan  bsk harus bangun pagi soalnya","0","0","0","0","in","1655777988569604096","1733159836555280834","darrenyo_","https://twitter.com/darrenyo_/status/1733160053295964593","",""
"Sun Dec 10 09:01:28 +0000 2023","1733773917335273903","@Christyzer @A_ChristyJKT48 ty minjer erigo nya😙","0","2","0","1","in","1642935932390354947","1733764968452092377","nico_yt1865551","https://twitter.com/nico_yt1865551/status/1733773917335273903","","Jakarta Capital Region"
"Fri Dec 08 08:07:46 +0000 2023","1733035625866310103","@Arthemi5s @erigostore @Freya_JKT48 Jelas lah  itu oshinya min erigo wkwk","0","0","0","0","in","1706123118979493888","1732979932236861624","Crocodile320","https://twitter.com/Crocodile320/status/1733035625866310103","",""
"Fri Dec 08 12:00:04 +0000 2023","1733094086427431307","@erigostore @BangJimmmmm Bayangkan mereka colab foto erigo bareng","0","0","0","0","in","1356143864772497410","1732795022008054020","mugasyine","https://twitter.com/mugasyine/status/1733094086427431307","",""
