"created_at,""id_str"",""full_text"",""quote_count"",""reply_count"",""retweet_count"",""favorite_count"",""lang"",""user_id_str"",""conversation_id_str"",""username"",""tweet_url"",""image_url"",""location""";;;
"Sat Dec 09 16:23:29 +0000 2023,""1733522767033885073"",""pacar kairi itu yg pake kaos kaki beda sebelah https://t.co/NGB8Jgqu7V"",""0"",""1"",""2"",""6"",""in"",""1641674631504617472"",""1733522767033885073"",""cumicumiie"",""https://twitter.com/cumicumiie/status/1733522767033885073"",""https://pbs.twimg.com/media/GA61tnWawAAZUyQ.jpg"",""""";;;
"Thu Dec 07 00:29:50 +0000 2023,""1732557996826485237"",""Ini Kerennnn..... Istimewa.... Calon Ibu Negara  Siti Atikoh berkunjung ke Rumah Produksi Kaos Oblong Khas Jogja.. Selain bersilaturahmi juga utk mendukung usaha para UMKM di Jogjakarta. Yg jomblo jangan Baperrr ya...🤭 #SahabatGanjar  #GanjarMahfud2024 https://t.co/hj2pYChvVS"",""1"",""0"",""30"",""67"",""in"",""2939656405"",""1732557996826485237"",""panjianom102"",""https://twitter.com/panjianom102/status/1732557996826485237"",""https://pbs.twimg.com/ext_tw_video_thumb/1732557945035165696/pu/img/UodUP89KuiB4yp-S.jpg"",""Ngayogjokarto...""";;;
"Fri Dec 08 09:20:23 +0000 2023,""1733053904043311547"",""TKN Akui Gibran Bukan Ahli Debat  Fix! No Debat!  Lambe Waras : Kalau Gitu Suruh Bagi-Bagi Susu Saja Atau Lempar-Lemparan Kaos  Itu Akan Semakin Membuat Kagum Dan Takjub Para Tokoh Nasional dan Para Ketua Umum Partai Koalisinya Agar Tidak Pindah ke Lain Hati."",""2"",""3"",""78"",""157"",""in"",""2905814730"",""1733053904043311547"",""abu_waras"",""https://twitter.com/abu_waras/status/1733053904043311547"","""",""Bima Sakti, Bumi, Indonesia""";;;
"Sat Dec 09 10:40:14 +0000 2023,""1733436385984643174"",""Tadi pagi sempat lihat ada DUA VIDEO Pak #Prabowo2024 nongol di beranda saya. Video Pertama berkisah tentang beliau Lempar Kaos kala di dalam mobil terbuka ketika kampanye terbuka di salah satu Propinsi dengan caption Nyinyir bin Cibir  Bad Framing.  Video Kedua menceritakan… https://t.co/p1je4IG6yf"",""6"",""4"",""8"",""9"",""in"",""1121831857098641408"",""1733436385984643174"",""Alie_Fahnoor"",""https://twitter.com/Alie_Fahnoor/status/1733436385984643174"",""https://pbs.twimg.com/ext_tw_video_thumb/1733436271727722496/pu/img/i5_o9JdBtakg9CIB.jpg"",""𝙅𝙖𝙠𝙖𝙧𝙩𝙖""";;;
"Tue Dec 12 10:29:57 +0000 2023,""1734520960953594113"",""Itu banjang bukan si?? 😭😭 Yang pakek kaos putih banjang doang kan 😭😭 yuk bisa yuk banjang bangkit 😭  #NightHasCome #KIMWOOSEOK https://t.co/YZiGgY3NFt"",""0"",""1"",""1"",""14"",""in"",""584566956"",""1734520960953594113"",""itsmineyess"",""https://twitter.com/itsmineyess/status/1734520960953594113"",""https://pbs.twimg.com/ext_tw_video_thumb/1734520117529337856/pu/img/6biEXkamz2PdGMu7.jpg"",""INDONESIA""";;;
"Thu Dec 07 13:01:19 +0000 2023,""1732747115582070994"",""Jinny kaos kaki dikepala makin cakep dahh heran🤣🤣 https://t.co/MCvVChuvyq"",""0"",""0"",""5"",""36"",""in"",""1002118969564610560"",""1732747115582070994"",""zoeyaluv66"",""https://twitter.com/zoeyaluv66/status/1732747115582070994"",""https://pbs.twimg.com/media/GAv0TiXaYAAJs3S.jpg"",""24 y.o""";;;
"Wed Dec 13 10:18:37 +0000 2023,""1734880495643849116"",""Udah pada siap buat datang ke Pesta Rakyat Ganjar-Mahfud yang ada di Pati ?   Sebelum itu  yuk catat tanggal registrasinya dan membawa persyaratan yakni KTP atau Kartu Tanda Pelajar yang nanti ditukarkan untuk mendapat Kupon Doorprize dan Kaos Spesial dari Pesta Rakyat… https://t.co/87Xs8cdTyT"",""1"",""6"",""16"",""67"",""in"",""1230994530083565568"",""1734880495643849116"",""sahabatganjar"",""https://twitter.com/sahabatganjar/status/1734880495643849116"",""https://pbs.twimg.com/media/GBOInO6bEAABzzf.jpg"",""""";;;
"Thu Dec 14 15:45:26 +0000 2023,""1735325132048957690"",""-bjh liat deh pis mbak irene style nya sama kayak kita juga alias kaos oblong + celana olahraga. bedanya itu tas klu dibuka ada dompet dalemnya black card 🤗 https://t.co/zNI9H4RZZP"",""19"",""11"",""96"",""658"",""in"",""975594740891631616"",""1735325132048957690"",""redvelfess"",""https://twitter.com/redvelfess/status/1735325132048957690"",""https://pbs.twimg.com/ext_tw_video_thumb/1735314637925875712/pu/img/ZclAnarJza991o3S.jpg"",""RULES:""";;;
"Sun Dec 10 15:40:00 +0000 2023,""1733874211700318517"",""@bawaslu_RI boleh kah anak anak di libatkan untuk kampanye ...??  Memangnya anak anak ikut memilih Capres dan Cawapres ?   Kasian si adik  memakai kaos kampanye jadi kaya daster ...  . https://t.co/5M4yAWJuxO"",""1"",""8"",""21"",""24"",""in"",""1678363470134386689"",""1733874211700318517"",""Paramitha234"",""https://twitter.com/Paramitha234/status/1733874211700318517"",""https://pbs.twimg.com/ext_tw_video_thumb/1733874180607881216/pu/img/86t6cCIVZEwt0CeU.jpg"",""""";;;
"Sat Dec 09 11:30:30 +0000 2023,""1733449035649097899"",""Andai memang berniat bagi-bagi kaos  Kenapa tidak perintahkan ajudan atau Tim untuk membagikannya kepada warga?  Yang menerima pasti akan terhormat dan yang memberi akan bermartabat.  Namun itulah yang membedakan antara karakter calon Penguasa dan Pemimpin."",""0"",""3"",""14"",""57"",""in"",""817600858565197825"",""1733449035649097899"",""Muhammad_Saewad"",""https://twitter.com/Muhammad_Saewad/status/1733449035649097899"","""",""Jawa Barat, Indonesia""";;;
"Sat Dec 09 12:39:25 +0000 2023,""1733466377334497305"",""@masova Kaos polosnya nampak menarik"",""0"",""2"",""9"",""387"",""in"",""45490742"",""1733442900690915430"",""indrayust"",""https://twitter.com/indrayust/status/1733466377334497305"","""",""Salatiga, Jawa Tengah""";;;
"Sun Dec 10 17:49:00 +0000 2023,""1733906674245910568"",""Kaos nya cantikan   saya buatin u  relawan yg Terbaik   bkn Kaos yg dksh caleg u lap pel pun g nyerap sm dan kaos caleg  yg murahan 😂😂😂 parah ya caleg kok ksh relawan yg   U karung Goni yaa 😂😂 maU di pilih ksh kaos yg u lap pel g fair !  Jgn pilih model caleg pelit ya https://t.co/WH93xJGgvk"",""0"",""5"",""8"",""14"",""in"",""1695192728173187072"",""1733906674245910568"",""drReUtari08"",""https://twitter.com/drReUtari08/status/1733906674245910568"",""https://pbs.twimg.com/media/GBAS7dFaEAAUcTn.jpg"",""""";;;
"Sat Dec 09 12:13:22 +0000 2023,""1733459822308426227"",""[♡] kaos biru 🖇 https://t.co/IT0W564d4a  [♡] jaket jeans 🖇 https://t.co/TrGbwXOua7  [♡] celana jeans motif 🖇 https://t.co/UNn4ZVyVTD https://t.co/YXHCnm18hC"",""1"",""1"",""1"",""21"",""in"",""1584513647384342529"",""1733459779899871264"",""breezeruto"",""https://twitter.com/breezeruto/status/1733459822308426227"",""https://pbs.twimg.com/media/GA58fRYaAAA1q8a.jpg"",""""";;;
"Thu Dec 14 07:34:31 +0000 2023,""1735201585586921811"",""[rvf] lupis bantu sender dong  buat mbak yang duduk di cat c row 18-0279 kemaren  pake kaos putih  i wanna say sorry  sebenernya aku tau hp km abis baterai dan km kedinginan  aku sebenernya ada powerbank sama jaket yang ga aku pake dan udh mau aku pinjemin ke km  cm aku  (cont..)"",""57"",""31"",""41"",""247"",""in"",""975594740891631616"",""1735201585586921811"",""redvelfess"",""https://twitter.com/redvelfess/status/1735201585586921811"","""",""RULES:""";;;
"Sat Dec 09 11:13:29 +0000 2023,""1733444754351005795"",""kaos kkn https://t.co/oXZMjaB0Is"",""1"",""0"",""0"",""3"",""in"",""1721703546473902080"",""1733444754351005795"",""profvanities"",""https://twitter.com/profvanities/status/1733444754351005795"",""https://pbs.twimg.com/media/GA5uz8DbkAActLK.jpg"",""she/her""";;;
"Fri Dec 08 09:50:34 +0000 2023,""1733061498543710273"",""Prabowo Ikuti Makan Besar  Berjoget  hingga Bagikan Kaos di Cilincing Jakarta https://t.co/cr6aJaSFya"",""6"",""171"",""39"",""177"",""in"",""71436318"",""1733061498543710273"",""KompasTV"",""https://twitter.com/KompasTV/status/1733061498543710273"","""",""Indonesia""";;;
"Wed Dec 13 05:31:32 +0000 2023,""1734808250657493034"",""Kemarin gw gym jam 3 sore dan ada orang yang gym pakai kaos dalam dan celana kantor warna khaki. Ya gw pikir mgkn dia lupa bawa outfit.  Eh ternyata pas gw kelar gym dia udh pakai baju dan ternyata baju pe en ice anjir. I was like "" Lo kok bisa-bisanya cabut pas jam kerja anjing"""",""0"",""4"",""4"",""11"",""in"",""60551045"",""1734808250657493034"",""rio_son_of_odin"",""https://twitter.com/rio_son_of_odin/status/1734808250657493034"","""",""Kalibata, South Jakarta""";;;
"Tue Dec 12 11:27:17 +0000 2023,""1734535387786162464"",""Ya Allah ...  Jauhkanlah bojo hamba dari wedokan bermodalkan tanktop dan kaos ngafret  nek bojo kulo sik mekso nglirik  culeken matane gpp 😌"",""1"",""2"",""5"",""22"",""in"",""1616080014671478784"",""1734535387786162464"",""F3bru4r108"",""https://twitter.com/F3bru4r108/status/1734535387786162464"","""",""Jawa Tengah, Indonesia""";;;
"Thu Dec 14 03:01:08 +0000 2023,""1735132789757116893"",""Antiberantakan  untuk kaos kaki dan pakaian dalam. https://t.co/NmLoOeHAzc https://t.co/q2kn2S8DdU"",""0"",""1"",""3"",""3"",""in"",""1177385390400888832"",""1735128629259198649"",""6a6y6lu3"",""https://twitter.com/6a6y6lu3/status/1735132789757116893"",""https://pbs.twimg.com/media/GBRuEshaAAASz70.jpg"",""""";;;
"Fri Dec 08 10:57:45 +0000 2023,""1733078403128201548"",""tiap ke indo pasti pake kaos kutang trs kemejanya dijadiin outer 😭 https://t.co/vcFR97FnqB"",""0"",""0"",""0"",""3"",""in"",""1398898594988519425"",""1733078403128201548"",""creamyapo"",""https://twitter.com/creamyapo/status/1733078403128201548"",""https://pbs.twimg.com/amplify_video_thumb/1733076528475615232/img/sLSvmOSvZPrUniCU.jpg"",""""";;;
"Mon Dec 11 15:31:28 +0000 2023,""1734234453143089362"",""Kaos https://t.co/PGEheyvdgb"",""0"",""0"",""0"",""4"",""in"",""1372874315025244172"",""1734234453143089362"",""tfmaaaan"",""https://twitter.com/tfmaaaan/status/1734234453143089362"",""https://pbs.twimg.com/ext_tw_video_thumb/1733291922289049600/pu/img/bvzGtG2AC7iSdfqH.jpg"",""Agadir, Morocco""";;;
"Thu Dec 07 00:46:56 +0000 2023,""1732562300677263483"",""Uyon lucu deh playing tourist bgt beli merch2 setiap kota yg dikunjungi 😳 Beli ganci  kaos yg ada nama/lambang kotanya wkwkw ya meski makenya telat ke kota sebelah   https://t.co/IEmdcDhjyJ"",""0"",""2"",""3"",""17"",""in"",""1277631223699927042"",""1732562300677263483"",""y0unkuza"",""https://twitter.com/y0unkuza/status/1732562300677263483"",""https://pbs.twimg.com/ext_tw_video_thumb/1732553719160397824/pu/img/-nwegekpPX8X_hrN.jpg"",""대한민국 청담동""";;;
"Sun Dec 10 08:37:26 +0000 2023,""1733767868402323659"",""Ih siapa tuh kaos item  jeans biru  kacamata di kepala lagi berdiri di belakang https://t.co/Z5jXGRZxnK"",""0"",""2"",""2"",""17"",""in"",""1004511590664687617"",""1733767868402323659"",""floppyams"",""https://twitter.com/floppyams/status/1733767868402323659"",""https://pbs.twimg.com/ext_tw_video_thumb/1733753249679970304/pu/img/394gXF_HbzY-0geO.jpg"",""Kondou Shouri's""";;;
"Sun Dec 10 06:28:30 +0000 2023,""1733735421044215924"",""doyoung pake sepatu kado dari hyunsuk tapi brandnya jadi “PALENCIAGA” soalnya collab sama kaos kaki pikachunya doyoung! 🤣🤭 sebahagia pangeran aja dah~ #도영 https://t.co/4lEeGFDEP9"",""3"",""0"",""14"",""153"",""in"",""1355801999430701056"",""1733735421044215924"",""hamadasatara"",""https://twitter.com/hamadasatara/status/1733735421044215924"",""https://pbs.twimg.com/media/GA93K59boAAF0R0.jpg"",""트레저 💙""";;;
"Tue Dec 12 03:26:14 +0000 2023,""1734414329175507331"",""ada kaos BuBaDiBaKo 🥹 mana misinya juga saling bekerja sama untuk nyelametin Probe dan Ochobot https://t.co/g3sitHIHTF"",""1"",""1"",""4"",""50"",""in"",""1723669542583537664"",""1734414329175507331"",""blazeasaa"",""https://twitter.com/blazeasaa/status/1734414329175507331"",""https://pbs.twimg.com/media/GBHgorZakAA-fz2.jpg"",""blazeeuy""";;;
"Wed Dec 13 04:54:21 +0000 2023,""1734798891961422090"",""teume! iniii yg paling bawah kaos dari md truz yg kapann??!?!?! ko aku baru liat dan langshng naksir pada pandangan pertama😭😭 beli dimana plss mauuuu https://t.co/GXCZymcI08"",""5"",""5"",""19"",""218"",""in"",""1271439514460753920"",""1734798891961422090"",""treasuremenfess"",""https://twitter.com/treasuremenfess/status/1734798891961422090"",""https://pbs.twimg.com/media/GBM-ZQdaYAASDQj.jpg"",""""";;;
"Thu Dec 07 08:53:25 +0000 2023,""1732684725888958758"",""Upi pake kaos ungu bangsat wkwk https://t.co/TSijV8GYml"",""0"",""2"",""0"",""1"",""in"",""124363833"",""1732684725888958758"",""ersatu_"",""https://twitter.com/ersatu_/status/1732684725888958758"",""https://pbs.twimg.com/media/GAu7knZaUAELjxi.jpg"",""REPUBLIK INDONESIA""";;;
"Sun Dec 10 13:20:25 +0000 2023,""1733839083041181996"",""itu kaos kaki bersih ya https://t.co/8szBvdPR3V"",""0"",""2"",""0"",""3"",""in"",""1292344359296196608"",""1733839083041181996"",""vixxy69"",""https://twitter.com/vixxy69/status/1733839083041181996"",""https://pbs.twimg.com/media/GA_VcyUa0AAa8WC.jpg"",""""";;;
"Sun Dec 10 16:09:18 +0000 2023,""1733881583785136352"",""Tidur pakai hoodie + kaos kaki emg paling enakkkk 👌"",""0"",""0"",""1"",""3"",""in"",""965813816360497152"",""1733881583785136352"",""yourluvvvvvv"",""https://twitter.com/yourluvvvvvv/status/1733881583785136352"","""",""""";;;
"Wed Dec 13 09:27:32 +0000 2023,""1734867642790678992"",""[cm] di prodi kalian mahasiswa boleh pake kaos t-shirt gak pas perkuliahan di kelas?  prodiku boleh  ampe kaget dulu temenku kok dengan santai pake kaos doang 😭"",""5"",""60"",""1"",""1"",""in"",""1046084008742801408"",""1734867642790678992"",""collegemenfess"",""https://twitter.com/collegemenfess/status/1734867642790678992"","""",""""";;;
"Thu Dec 07 13:14:26 +0000 2023,""1732750416046436664"",""Komedian  pembawa acara televisi dan aktris Kim Ji-min berbagi foto mengenakan kaos Tinytan Jimin di Instagram dengan caption  ""#BTSSleepwear Karena itu #Jimin memakai Jimin haha""  Lucu banget Jimin pakai Jimin 😂  #JIMIN #지민 https://t.co/MqsDX4XfWf"",""0"",""2"",""138"",""632"",""in"",""1407233468396806146"",""1732750416046436664"",""PJM_INA"",""https://twitter.com/PJM_INA/status/1732750416046436664"",""https://pbs.twimg.com/media/GAv3T41a0AAOZP0.jpg"",""3 admins""";;;
"Sat Dec 09 16:48:07 +0000 2023,""1733528963706991086"",""@masova Miripp banget dgn brand tetangga😆 tapi harganya jauh lebih murcee otw cekout inimah  🌟4 9 https://t.co/jT1OcJtNZp"",""1"",""2"",""44"",""261"",""in"",""1217620296"",""1733442900690915430"",""cyraazhr"",""https://twitter.com/cyraazhr/status/1733528963706991086"","""",""""";;;
"Thu Dec 14 10:07:42 +0000 2023,""1735240138056495478"",""rekomendasi pashmina kaos 💌🕊  - under 20k loch gaiss - pilihan warna banyakk - bahannya jersy premium  🖇 https://t.co/ixAeFXjBWL 🖇 https://t.co/8mkMdx0uMZ 🖇 https://t.co/NRMvUsRRHs  #Shopee #ShoppingStar #shopping https://t.co/fmEY4p7yOt"",""1"",""11"",""6"",""13"",""in"",""1658121143788658690"",""1735240138056495478"",""rajeyaaa"",""https://twitter.com/rajeyaaa/status/1735240138056495478"",""https://pbs.twimg.com/media/GBTPdxzbMAA013b.jpg"",""""";;;
"Thu Dec 07 10:14:59 +0000 2023,""1732705254419190185"",""Gita uda rilis nihh!! Buat yang oshinya Gita siap-siap bakal kedinginan pake baju ini karna efek dinginnya Gita  https://t.co/d7mA4TZEXd  #jkt48 #jkt48newera #jkt48fans #jkt48info #fjkt48 #kaos #kaosmurah https://t.co/6BgdWiacJN"",""0"",""0"",""8"",""20"",""in"",""1670798481898762245"",""1732705254419190185"",""48hopes"",""https://twitter.com/48hopes/status/1732705254419190185"",""https://pbs.twimg.com/ext_tw_video_thumb/1732705225138688000/pu/img/z2ujRf5JRIC2r0bk.jpg"",""""";;;
"Tue Dec 12 22:12:47 +0000 2023,""1734697835617235253"",""Kaos Partai. hal yang wajib diproduksi oleh partai  caleg  cagub  cabup cawalkot  maupun capres pada setiap masa kampanye. Banyak banget loh kebutuhannya. Hitung deh jumlah parpol  caleg  cabup  capres  cawalkot se indonesia"",""3"",""2"",""5"",""4"",""in"",""45987757"",""1734697835617235253"",""sugih_migraph"",""https://twitter.com/sugih_migraph/status/1734697835617235253"","""",""ÜT: -6.974067,107.579354""";;;
"Fri Dec 08 04:58:13 +0000 2023,""1732987925913284730"",""@ignasbowo Salahnya dimana meminta sama simpatisan yg tulus dan ikhlas memberi Gw dan kawan-kawan jg urunan untuk beli kaos ga ngarep pengasih dari manapun Klau sdh hati dan nurani bicara apapun diberikan bukan malah minta Emang kubu 02 yg bagi-bagi amplop dan susu cari pendukung https://t.co/jbeR9XHcj1"",""2"",""3"",""2"",""19"",""in"",""935721833864802306"",""1732783351914995772"",""Tino_711003"",""https://twitter.com/Tino_711003/status/1732987925913284730"",""https://pbs.twimg.com/ext_tw_video_thumb/1732987903314391040/pu/img/4Icbt2_CiFxW95WO.jpg"",""Jakarta Utara, DKI Jakarta""";;;
"Wed Dec 13 13:52:47 +0000 2023,""1734934394333466934"",""@dapitnih Wakanda No More      Indonesia Forever      #AMINAjaDulu https://t.co/MLC0EdFtfh"",""0"",""2"",""3"",""3"",""in"",""1291315464879001600"",""1734923176147333180"",""_doncorleone78"",""https://twitter.com/_doncorleone78/status/1734934394333466934"",""https://pbs.twimg.com/media/GBO5oBfbYAAgYx0.jpg"",""Corleone, Sicilia""";;;
"Sun Dec 10 09:43:41 +0000 2023,""1733784541863813369"",""KOK JADI PAKE KAOS PUTIH SAMA KAYA KECIL https://t.co/vaCXcnMKwp"",""0"",""0"",""0"",""1"",""in"",""1297796031074033664"",""1733784541863813369"",""gmnphwn"",""https://twitter.com/gmnphwn/status/1733784541863813369"",""https://pbs.twimg.com/amplify_video_thumb/1733783662465064960/img/qsxIeQ33Mpw20POX.jpg"",""gemiyakisoba""";;;
"Fri Dec 08 23:55:47 +0000 2023,""1733274205075230752"",""EH Y INI MAKSUDNYA Y ANJIR KAOS HITAM AND THEN THE NECKLACE  https://t.co/7fXSFblOa2"",""0"",""0"",""0"",""2"",""in"",""314613090"",""1733274205075230752"",""deasjoanna"",""https://twitter.com/deasjoanna/status/1733274205075230752"",""https://pbs.twimg.com/ext_tw_video_thumb/1733184019943342080/pu/img/nqx4mpmwgV5LBC3k.jpg"",""((7DREAM)) MAKE IT HAPPEN""";;;
"Fri Dec 08 01:01:01 +0000 2023,""1732928232624922725"",""ini tuh kaya... dek echan diajak mas pacar jalan terus dengan penuh effort nyari outfit terbaik meanwhile si ayang cuma pake kaos gombrong  celana kolor dan sendal jepit... akhirnya si echan nyuruh mk tukeran alas kaki supaya keliatan sedikit rapi https://t.co/zagTCTic5o"",""0"",""0"",""3"",""78"",""in"",""1710888547035795456"",""1732928232624922725"",""markcilv"",""https://twitter.com/markcilv/status/1732928232624922725"",""https://pbs.twimg.com/ext_tw_video_thumb/1732756137974644736/pu/img/an8iMH1J8ZsHpqxr.jpg"",""rps!""";;;
"Mon Dec 11 15:20:56 +0000 2023,""1734231801319793078"",""holy shit ngabers sebat skuy vespa kaos deus ava dark layout gelap hehim banget mdni harshword delapanbelas coret listening to the 1975 arctic monkeys the weeknd hi goodmorning seratus confess secreto pap main gitar blur balapan  nongkrong 24/7 bunda dulu baru kamu https://t.co/SVrEeAvNP5"",""1"",""11"",""6"",""8"",""in"",""709435571106672640"",""1734231801319793078"",""ouyoichi"",""https://twitter.com/ouyoichi/status/1734231801319793078"",""https://pbs.twimg.com/ext_tw_video_thumb/1734231617831608320/pu/img/u6LWmhD2CDG7F6-P.jpg"",""kampung durian bangkit""";;;
"Tue Dec 12 00:30:04 +0000 2023,""1734369994287570994"",""Istimewaaa..... Memang di mana2 bikin bahagia dan ceria kok... Siapa dia?? Sang Capres No Urut 3  Ganjar Pranowon..🤟 Kali ini ibu2 penjual kaos bahagia kaosnya diborong Ganjar saat lari pagi di CFD Jakarta.. Tetap lanjutkan kebaikan Pak..🤟 #SahabatGanjar  #GanjarMahfud2024 https://t.co/verQfhHQBT"",""0"",""1"",""16"",""29"",""in"",""2939656405"",""1734369994287570994"",""panjianom102"",""https://twitter.com/panjianom102/status/1734369994287570994"",""https://pbs.twimg.com/ext_tw_video_thumb/1734369969423740928/pu/img/5aITd1lry2sYrtaK.jpg"",""Ngayogjokarto...""";;;
"Fri Dec 08 08:11:55 +0000 2023,""1733036673418809673"",""Gawin dan kaos kakinya 🤣🤣🤣 Gemoyy banget kaos kakinya 😭😭  #GawinCaskey https://t.co/F8plOAfe49"",""0"",""0"",""0"",""8"",""in"",""1019229026605359109"",""1733036673418809673"",""gwn_fans"",""https://twitter.com/gwn_fans/status/1733036673418809673"",""https://pbs.twimg.com/ext_tw_video_thumb/1733036649934974976/pu/img/0R0n0f3sdGmcY6n6.jpg"",""Indonesia""";;;
"Mon Dec 11 10:05:37 +0000 2023,""1734152447957110871"",""Mommy Indah lagi masak ada yang mau nemenin enggak? Niiii gasinn buat yg mau baju nya chek di shopee kitaaa  https://t.co/97UCicR4Be  #jkt48 #jkt48newera #jkt48fans #jkt48info #fjkt48 #kaos #kaosmurah https://t.co/AdscuS3w11"",""0"",""1"",""4"",""9"",""in"",""1670798481898762245"",""1734152447957110871"",""48hopes"",""https://twitter.com/48hopes/status/1734152447957110871"",""https://pbs.twimg.com/ext_tw_video_thumb/1734152421650444288/pu/img/R4k_XK-N4o7vDT8K.jpg"",""""";;;
"Thu Dec 07 09:04:17 +0000 2023,""1732687463062327785"",""Band rung payu meh di bootleg kaos e. Ckckck."",""0"",""1"",""2"",""1"",""in"",""1535494341103620097"",""1732687463062327785"",""Necronominiconz"",""https://twitter.com/Necronominiconz/status/1732687463062327785"","""",""""";;;
"Mon Dec 11 07:12:19 +0000 2023,""1734108835785425027"",""Alhamdulillah 100 baligho AMIN siap pasang. Mudah2an sedikit yg bisa di perbuat shifa madu murni majalengka untuk perubahan indonesia yg lebih baik  mendapat ridho Allah SWT. AMIN. @MinmonPS7 @BangEdiii @PutraErlangga95 @sarkawud  Terima kasih bang @sutanmangara design kaos AMIN. https://t.co/vIHeGG5Wgc"",""0"",""7"",""21"",""69"",""in"",""1708908078656376832"",""1734108835785425027"",""madu_shifa79670"",""https://twitter.com/madu_shifa79670/status/1734108835785425027"",""https://pbs.twimg.com/media/GBDJ36xasAAd3yq.jpg"",""Majalengka""";;;
"Thu Dec 07 13:24:43 +0000 2023,""1732753000698167611"",""🎁 cowok misterius ava dark following pelit kaos deus he/him mdni ⛓️🔞🔗🍷 hi goodmorning seratus rep confess secreto pap efek blur balapan 24/7 bunda dulu baru kamu https://t.co/L9uGWvnWig"",""138"",""37"",""310"",""1171"",""in"",""859394568285966336"",""1732753000698167611"",""cuitantheboyz"",""https://twitter.com/cuitantheboyz/status/1732753000698167611"",""https://pbs.twimg.com/media/GAv5LvbaEAAkf0X.jpg"",""""";;;
"Thu Dec 07 04:17:04 +0000 2023,""1732615181719699695"",""dia bersemayam di keabadian kita mengenangnya melalui tulisan. open preorder untuk almarhum teman kami Slamet triyono aka kancil benefit dari kaos ini seluruh nya akan di berikan untuk keluarga dia. anda bisa pesan di nomor ini +62 857-3333-4253 atau dm @dwipurnamaw 🕊 https://t.co/B7OlLCDPX5"",""0"",""1"",""12"",""9"",""in"",""4509790280"",""1732615181719699695"",""animosityworld"",""https://twitter.com/animosityworld/status/1732615181719699695"",""https://pbs.twimg.com/media/GAt8N9IaYAAgiEG.jpg"",""surabaya""";;;
"Tue Dec 12 04:00:22 +0000 2023,""1734422917038080008"",""[PROMO AKHIR TAHUN] Kaos bahannya dari bambu?? lya  kaos dr https://t.co/04ZSGmDLLh dibuat dr katun bambu terbukti lembut  bebas panas  terbuat dari serat bambu premium. Diskon 30% spesial 12.12 ini  yok cek link :   https://t.co/HqaIOqedZn https://t.co/NZ23JZMgWK"",""0"",""3"",""6"",""8"",""in"",""1300032203837943808"",""1734422917038080008"",""racunproduk00"",""https://twitter.com/racunproduk00/status/1734422917038080008"",""https://pbs.twimg.com/media/GBHoaweaIAAo4_m.jpg"",""""";;;
"Wed Dec 13 12:53:29 +0000 2023,""1734919471150882940"",""@Dennysiregar7 untuk Indonesia  minat beli dm ya https://t.co/7cFZmErOgv"",""0"",""1"",""7"",""16"",""in"",""1451498885726097411"",""1734873763148374199"",""KaosJayanti"",""https://twitter.com/KaosJayanti/status/1734919471150882940"",""https://pbs.twimg.com/media/GBOsDdmasAApd5f.jpg"",""Denpasar-Bali""";;;
"Sat Dec 09 12:23:13 +0000 2023,""1733462299892183412"",""tmi: abis beli kaos new jeans https://t.co/GQHiW2sj9u"",""0"",""1"",""0"",""1"",""in"",""1539124479208603650"",""1733462299892183412"",""halamingayo"",""https://twitter.com/halamingayo/status/1733462299892183412"",""https://pbs.twimg.com/media/GA5-xEsbQAA6FBi.jpg"",""she/her""";;;
"Thu Dec 14 14:41:30 +0000 2023,""1735309042858492177"",""Katanya duitnya banyak. Kaosnya kyk saringan santan.  Itu  bujet kaos 1000 orang 100rb per 1 kaos. Ditilep kordinator 75rb. Diambil untung kang kaos 10rb 5rb kang sablon. 2000 yg ngedarin sisa kaos 8rb saringan santan. 😂 https://t.co/nwHLO73Gt3"",""0"",""0"",""8"",""11"",""in"",""170586459"",""1735309042858492177"",""kimjongun070"",""https://twitter.com/kimjongun070/status/1735309042858492177"",""https://pbs.twimg.com/media/GBUOYCKaAAATOLv.jpg"",""Jakarta""";;;
"Sun Dec 10 12:50:16 +0000 2023,""1733831497629769929"",""@satriohendri Untuk ini saja sudah tidak konsisten katanya kunjungan kerja pakai heli TNI AU dan lempar² kaos dan teman satu partainya ikut. https://t.co/AkGSA2fX3Y"",""0"",""1"",""11"",""29"",""in"",""1522597334869192704"",""1733820268857168104"",""Maju_Mundur01"",""https://twitter.com/Maju_Mundur01/status/1733831497629769929"",""https://pbs.twimg.com/media/GA_OjLhaMAAeXsH.jpg"",""Kutai Lama, Indonesia""";;;
"Thu Dec 14 12:07:52 +0000 2023,""1735270379722338665"",""@PutraErlangga95 Aslinya yg bagin kaos ngomong juga  terima aja ya pak  ga apa2 dipakai buat kesed atau lap juga...🤣🤣🤣"",""1"",""6"",""3"",""39"",""in"",""1708908078656376832"",""1735263113312907689"",""madu_shifa79670"",""https://twitter.com/madu_shifa79670/status/1735270379722338665"","""",""Majalengka""";;;
"Sat Dec 09 07:30:00 +0000 2023,""1733388510739247313"",""VIRAL Beredar Video Anak TK Gunakan Kaos Bergambar Prabowo-Gibran Dan Melakukan Yel-Yel  Roy Suryo: Mana KPAI dan Bawaslu? https://t.co/FBmMYtFJlr"",""4"",""16"",""198"",""348"",""in"",""1243804423001763841"",""1733388510739247313"",""democrazymedia"",""https://twitter.com/democrazymedia/status/1733388510739247313"","""",""Indonesia""";;;
